date,store_id,sku_id,opening_stock,closing_stock,stock_out_flag
2024-02-01,1,4307,167,402,0
2024-02-01,1,3703,376,177,0
2024-02-01,1,3471,365,293,0
2024-02-01,1,2936,124,387,0
2024-02-01,1,2651,120,372,0
2024-02-01,1,317,464,304,0
2024-02-01,1,2493,269,141,0
2024-02-01,1,459,138,165,0
2024-02-01,1,2584,267,341,0
2024-02-01,1,596,169,255,0
2024-02-01,1,2705,484,244,0
2024-02-01,1,1338,240,403,0
2024-02-01,1,3850,392,344,0
2024-02-01,1,1333,421,355,0
2024-02-01,1,3118,405,118,0
2024-02-01,1,2074,251,442,0
2024-02-01,1,1362,437,292,0
2024-02-01,1,4642,481,172,0
2024-02-01,1,4880,429,242,0
2024-02-01,1,1345,347,371,0
2024-02-01,1,992,61,272,0
2024-02-01,1,2761,230,92,0
2024-02-01,1,1732,385,194,0
2024-02-01,1,4934,488,382,0
2024-02-01,1,912,379,235,0
2024-02-01,1,3001,452,270,1
2024-02-01,1,3207,92,286,0
2024-02-01,1,3331,322,208,0
2024-02-01,1,2778,227,158,0
2024-02-01,1,3831,331,194,0
2024-03-01,1,2100,96,330,0
2024-03-01,1,1752,93,220,0
2024-03-01,1,4899,138,378,0
2024-03-01,1,4957,494,279,0
2024-03-01,1,1172,62,368,0
2024-03-01,1,4422,177,286,0
2024-03-01,1,2772,61,270,0
2024-03-01,1,3630,161,436,0
2024-03-01,1,644,173,192,0
2024-03-01,1,2739,306,419,0
2024-03-01,1,2259,433,431,0
2024-03-01,1,246,383,432,0
2024-03-01,1,764,186,53,0
2024-03-01,1,84,366,28,0
2024-03-01,1,4114,158,439,0
2024-03-01,1,377,76,305,0
2024-03-01,1,1729,288,381,0
2024-03-01,1,1533,456,66,0
2024-03-01,1,4637,206,111,0
2024-03-01,1,2234,264,126,0
2024-03-01,1,2102,187,78,0
2024-03-01,1,4235,445,419,0
2024-03-01,1,3921,399,66,0
2024-03-01,1,1960,45,186,0
2024-03-01,1,1510,396,311,0
2024-03-01,1,2742,201,383,0
2024-03-01,1,382,52,198,0
2024-03-01,1,2357,410,269,0
2024-03-01,1,2119,82,435,0
2024-03-01,1,1237,393,141,0
2024-03-01,1,4622,243,372,0
2024-03-01,1,1547,401,36,0
2024-03-01,1,77,454,434,0
2024-03-01,1,939,392,156,0
2024-03-01,1,1079,133,228,0
2024-03-01,1,2754,55,40,0
2024-03-01,1,4894,252,401,0
2024-03-01,1,2534,69,94,0
2024-03-01,1,683,56,405,0
2024-03-01,1,2368,77,189,0
2024-03-01,1,1285,203,125,0
2024-03-01,1,3833,183,307,0
2024-03-01,1,1205,145,103,0
2024-03-01,1,3615,178,338,0
2024-03-01,1,3292,294,441,0
2024-03-01,1,4390,22,226,1
2024-03-01,1,3308,199,401,0
2024-03-01,1,4321,410,289,0
2024-03-01,1,4597,170,44,0
2024-03-01,1,3031,319,104,0
2024-04-01,1,945,338,363,0
2024-04-01,1,3665,465,17,0
2024-04-01,1,4562,210,296,0
2024-04-01,1,2070,234,324,0
2024-04-01,1,2386,153,393,0
2024-04-01,1,931,283,340,0
2024-04-01,1,3178,215,192,0
2024-04-01,1,837,479,421,0
2024-04-01,1,161,354,316,0
2024-04-01,1,2275,284,359,0
2024-04-01,1,2581,430,395,0
2024-04-01,1,2289,201,140,0
2024-04-01,1,944,167,380,0
2024-04-01,1,4926,120,379,0
2024-04-01,1,140,244,266,0
2024-04-01,1,2700,24,350,0
2024-04-01,1,3642,234,357,0
2024-04-01,1,2734,360,44,0
2024-04-01,1,2344,113,276,0
2024-04-01,1,1963,174,245,0
2024-04-01,1,239,74,389,0
2024-04-01,1,3300,118,314,0
2024-04-01,1,1967,284,314,0
2024-04-01,1,1880,13,69,0
2024-04-01,1,3925,381,195,0
2024-04-01,1,1913,265,154,0
2024-04-01,1,2843,340,330,0
2024-04-01,1,1562,296,370,0
2024-04-01,1,4255,60,324,0
2024-04-01,1,4993,473,354,0
2024-04-01,1,3238,103,308,0
2024-04-01,1,3054,142,325,0
2024-04-01,1,424,470,93,0
2024-04-01,1,3492,414,420,0
2024-04-01,1,4786,195,158,0
2024-04-01,1,2963,424,183,0
2024-04-01,1,1870,274,405,0
2024-04-01,1,728,307,96,0
2024-04-01,1,4248,270,368,0
2024-04-01,1,2824,451,169,0
2024-04-01,1,4624,151,405,0
2024-04-01,1,4266,103,188,0
2024-04-01,1,4658,453,333,0
2024-04-01,1,653,217,252,0
2024-04-01,1,3711,157,28,0
2024-04-01,1,3513,269,313,0
2024-04-01,1,2430,11,282,0
2024-04-01,1,2879,487,338,0
2024-04-01,1,4070,339,239,0
2024-04-01,1,1540,235,301,0
2024-05-01,1,3995,498,266,0
2024-05-01,1,4311,435,173,0
2024-05-01,1,1861,377,65,0
2024-05-01,1,4820,414,75,0
2024-05-01,1,829,373,175,0
2024-05-01,1,3582,461,134,0
2024-05-01,1,2431,47,136,0
2024-05-01,1,4310,150,318,0
2024-05-01,1,1975,133,267,0
2024-05-01,1,82,109,402,0
2024-05-01,1,1748,243,30,0
2024-05-01,1,4994,171,253,0
2024-05-01,1,1412,199,445,0
2024-05-01,1,4691,186,47,0
2024-05-01,1,1285,496,119,0
2024-05-01,1,2133,141,81,0
2024-05-01,1,3972,321,42,0
2024-05-01,1,1419,142,257,0
2024-05-01,1,1466,66,76,0
2024-05-01,1,4029,408,394,0
2024-05-01,1,2694,150,309,0
2024-05-01,1,1627,231,26,0
2024-05-01,1,651,462,298,0
2024-05-01,1,2281,432,20,0
2024-05-01,1,1677,59,112,0
2024-05-01,1,2666,219,183,0
2024-05-01,1,3107,443,298,0
2024-05-01,1,3175,231,424,0
2024-05-01,1,4883,281,435,1
2024-05-01,1,3217,49,259,0
2024-05-01,1,4824,15,225,0
2024-05-01,1,520,395,186,0
2024-05-01,1,3593,454,143,0
2024-05-01,1,3549,55,96,0
2024-05-01,1,93,371,166,0
2024-05-01,1,4263,114,81,0
2024-05-01,1,3911,367,53,0
2024-05-01,1,4921,252,137,0
2024-05-01,1,3664,213,325,0
2024-05-01,1,3121,474,435,0
2024-05-01,1,4079,479,404,0
2024-05-01,1,4971,322,190,0
2024-05-01,1,2968,373,300,0
2024-05-01,1,769,175,337,0
2024-05-01,1,3580,64,161,0
2024-05-01,1,4164,215,39,0
2024-05-01,1,455,479,401,0
2024-05-01,1,144,210,255,0
2024-05-01,1,4160,67,187,0
2024-05-01,1,4337,309,109,0
2024-06-01,1,4680,373,338,0
2024-06-01,1,1843,230,396,0
2024-06-01,1,4017,68,433,0
2024-06-01,1,3517,220,44,1
2024-06-01,1,2159,412,356,0
2024-06-01,1,4955,75,40,0
2024-06-01,1,3856,25,5,0
2024-06-01,1,3727,159,399,0
2024-06-01,1,1856,399,372,0
2024-06-01,1,3263,428,435,0
2024-06-01,1,3882,231,260,0
2024-06-01,1,1726,378,78,0
2024-06-01,1,1995,85,394,0
2024-06-01,1,2678,156,449,0
2024-06-01,1,205,129,371,0
2024-06-01,1,812,428,132,0
2024-06-01,1,215,273,349,0
2024-06-01,1,3359,330,142,0
2024-06-01,1,3697,183,254,0
2024-06-01,1,3594,491,296,0
2024-06-01,1,1867,461,10,0
2024-06-01,1,696,159,88,0
2024-06-01,1,4834,410,440,0
2024-06-01,1,1841,116,210,0
2024-06-01,1,3948,66,291,0
2024-06-01,1,3328,41,339,0
2024-06-01,1,362,108,157,0
2024-06-01,1,4707,290,308,0
2024-06-01,1,282,232,169,0
2024-06-01,1,1968,293,300,0
2024-06-01,1,4810,231,242,0
2024-06-01,1,1152,206,88,0
2024-06-01,1,2080,188,335,0
2024-06-01,1,4712,141,345,0
2024-06-01,1,250,440,138,0
2024-06-01,1,3894,460,79,0
2024-06-01,1,1236,481,319,0
2024-06-01,1,213,120,155,0
2024-06-01,1,4515,52,152,0
2024-06-01,1,397,177,274,0
2024-06-01,1,4287,471,257,0
2024-06-01,1,2921,349,191,0
2024-06-01,1,4309,241,392,0
2024-06-01,1,511,253,15,0
2024-06-01,1,3018,480,448,0
2024-06-01,1,1391,486,396,0
2024-06-01,1,1543,488,193,0
2024-06-01,1,2360,75,18,0
2024-06-01,1,3718,255,269,0
2024-06-01,1,2675,398,274,1
2024-07-01,1,2074,259,434,0
2024-07-01,1,2802,76,326,0
2024-07-01,1,1609,359,401,0
2024-07-01,1,2126,239,189,0
2024-07-01,1,2381,351,136,0
2024-07-01,1,2505,499,114,0
2024-07-01,1,4532,289,190,0
2024-07-01,1,2466,367,327,0
2024-07-01,1,4280,376,394,0
2024-07-01,1,4562,127,23,0
2024-07-01,1,4707,338,33,0
2024-07-01,1,2114,263,111,0
2024-07-01,1,3919,29,227,0
2024-07-01,1,3443,452,232,0
2024-07-01,1,486,393,426,0
2024-07-01,1,4223,16,26,0
2024-07-01,1,3253,150,205,0
2024-07-01,1,3386,189,101,0
2024-07-01,1,4932,60,226,0
2024-07-01,1,2280,331,126,0
2024-07-01,1,4568,251,131,0
2024-07-01,1,4198,368,401,1
2024-07-01,1,4877,428,212,0
2024-07-01,1,1401,478,144,0
2024-07-01,1,1232,58,283,0
2024-07-01,1,4087,28,69,0
2024-07-01,1,4630,140,208,0
2024-07-01,1,4891,312,323,0
2024-07-01,1,3197,216,354,0
2024-07-01,1,3391,448,27,0
2024-07-01,1,4498,329,342,0
2024-07-01,1,4667,209,141,0
2024-07-01,1,2413,465,39,0
2024-07-01,1,2367,161,202,0
2024-07-01,1,2949,159,54,0
2024-07-01,1,4625,323,70,0
2024-07-01,1,4151,429,161,0
2024-07-01,1,4880,228,339,0
2024-07-01,1,2221,124,262,0
2024-07-01,1,2709,176,105,0
2024-07-01,1,2601,209,101,0
2024-07-01,1,3389,250,210,0
2024-07-01,1,889,466,249,0
2024-07-01,1,4177,459,31,0
2024-07-01,1,1126,236,226,0
2024-07-01,1,2675,407,326,0
2024-07-01,1,2109,350,355,0
2024-07-01,1,2949,82,191,0
2024-07-01,1,4603,429,132,0
2024-07-01,1,2208,171,247,0
2024-08-01,1,409,473,122,0
2024-08-01,1,307,68,414,0
2024-08-01,1,3585,87,306,0
2024-08-01,1,4268,136,159,0
2024-08-01,1,1238,131,76,0
2024-08-01,1,1196,373,171,0
2024-08-01,1,3807,334,148,0
2024-08-01,1,1720,339,83,0
2024-08-01,1,2670,160,444,0
2024-08-01,1,3497,488,47,0
2024-08-01,1,2309,274,130,0
2024-08-01,1,3862,178,199,0
2024-08-01,1,3683,261,248,0
2024-08-01,1,4411,93,248,0
2024-08-01,1,1377,14,357,0
2024-08-01,1,3304,461,447,0
2024-08-01,1,4482,159,333,0
2024-08-01,1,667,42,26,0
2024-08-01,1,183,101,96,0
2024-08-01,1,2377,469,235,0
2024-08-01,1,417,110,232,0
2024-08-01,1,2976,346,258,0
2024-08-01,1,2387,295,424,0
2024-08-01,1,3580,241,214,0
2024-08-01,1,3103,369,426,0
2024-08-01,1,3832,457,408,0
2024-08-01,1,1205,277,413,0
2024-08-01,1,696,98,19,0
2024-08-01,1,4955,176,42,0
2024-08-01,1,1111,237,370,0
2024-08-01,1,3943,360,211,0
2024-08-01,1,4079,383,255,0
2024-08-01,1,3067,247,84,0
2024-08-01,1,4804,53,138,1
2024-08-01,1,4476,488,149,0
2024-08-01,1,3808,477,355,0
2024-08-01,1,1540,315,86,0
2024-08-01,1,1620,210,228,0
2024-08-01,1,837,284,229,0
2024-08-01,1,2941,170,195,0
2024-08-01,1,622,495,362,0
2024-08-01,1,4859,204,314,0
2024-08-01,1,823,415,111,0
2024-08-01,1,3011,433,370,0
2024-08-01,1,850,251,319,0
2024-08-01,1,1625,233,397,0
2024-08-01,1,2983,401,386,0
2024-08-01,1,284,60,27,0
2024-08-01,1,196,22,381,0
2024-08-01,1,3269,108,34,0
2024-09-01,1,1047,118,233,0
2024-09-01,1,2405,413,102,0
2024-09-01,1,3558,213,332,0
2024-09-01,1,1070,428,295,1
2024-09-01,1,2144,36,378,0
2024-09-01,1,4004,187,110,0
2024-09-01,1,483,383,103,0
2024-09-01,1,2947,399,60,0
2024-09-01,1,4058,435,350,0
2024-09-01,1,899,83,320,0
2024-09-01,1,3414,454,23,0
2024-09-01,1,315,184,340,0
2024-09-01,1,1135,218,243,0
2024-09-01,1,3185,49,429,0
2024-09-01,1,2517,465,361,0
2024-09-01,1,4030,402,210,0
2024-09-01,1,4340,206,151,0
2024-09-01,1,4597,409,72,0
2024-09-01,1,3745,213,375,0
2024-09-01,1,1065,454,11,0
2024-09-01,1,1649,49,7,0
2024-09-01,1,4828,387,427,0
2024-09-01,1,4673,450,439,0
2024-09-01,1,3262,44,13,0
2024-09-01,1,1634,324,385,0
2024-09-01,1,163,85,237,0
2024-09-01,1,3581,381,76,0
2024-09-01,1,2835,298,442,0
2024-09-01,1,485,415,419,1
2024-09-01,1,1061,303,347,0
2024-09-01,1,16,400,388,0
2024-09-01,1,3714,496,394,0
2024-09-01,1,3730,139,292,0
2024-09-01,1,1019,126,323,0
2024-09-01,1,3517,202,33,0
2024-09-01,1,1121,103,174,0
2024-09-01,1,593,83,268,0
2024-09-01,1,4152,287,123,1
2024-09-01,1,4689,189,44,0
2024-09-01,1,3290,276,187,1
2024-09-01,1,4979,102,195,0
2024-09-01,1,2403,197,408,0
2024-09-01,1,107,495,127,0
2024-09-01,1,4984,158,137,0
2024-09-01,1,3479,205,5,0
2024-09-01,1,2218,389,291,0
2024-09-01,1,2632,404,137,0
2024-09-01,1,100,491,329,0
2024-09-01,1,3864,226,231,0
2024-09-01,1,1498,442,108,0
2024-10-01,1,1811,491,439,0
2024-10-01,1,4121,369,43,0
2024-10-01,1,1372,355,180,0
2024-10-01,1,553,374,258,0
2024-10-01,1,147,41,325,0
2024-10-01,1,2777,491,68,0
2024-10-01,1,788,406,60,0
2024-10-01,1,4856,470,84,0
2024-10-01,1,693,308,366,0
2024-10-01,1,56,479,128,0
2024-10-01,1,2646,131,376,0
2024-10-01,1,2038,446,330,0
2024-10-01,1,4422,51,260,0
2024-10-01,1,1315,261,16,1
2024-10-01,1,1650,109,212,0
2024-10-01,1,2224,206,38,0
2024-10-01,1,1122,47,95,0
2024-10-01,1,3289,226,26,0
2024-10-01,1,3943,80,271,0
2024-10-01,1,2560,119,389,0
2024-10-01,1,2903,45,64,0
2024-10-01,1,1840,423,436,0
2024-10-01,1,2917,318,316,0
2024-10-01,1,4969,346,318,0
2024-10-01,1,3567,199,25,0
2024-10-01,1,4048,232,257,0
2024-10-01,1,1600,294,84,0
2024-10-01,1,1345,408,260,0
2024-10-01,1,2689,407,210,0
2024-10-01,1,1360,427,321,0
2024-10-01,1,2740,444,405,0
2024-10-01,1,4569,495,443,0
2024-10-01,1,112,361,133,0
2024-10-01,1,1582,451,396,0
2024-10-01,1,2965,335,410,0
2024-10-01,1,1461,150,441,0
2024-10-01,1,1041,326,244,0
2024-10-01,1,930,289,175,0
2024-10-01,1,3706,369,208,0
2024-10-01,1,1473,453,71,1
2024-10-01,1,3710,322,145,0
2024-10-01,1,327,160,329,0
2024-10-01,1,298,158,316,0
2024-10-01,1,574,149,172,0
2024-10-01,1,4027,460,348,0
2024-10-01,1,3042,136,67,0
2024-10-01,1,1995,47,250,0
2024-10-01,1,4237,408,256,0
2024-10-01,1,3303,234,233,0
2024-10-01,1,2252,143,386,0
2024-11-01,1,2122,261,297,0
2024-11-01,1,586,433,225,0
2024-11-01,1,2583,183,203,0
2024-11-01,1,488,96,391,0
2024-11-01,1,1523,371,304,0
2024-11-01,1,3998,398,82,0
2024-11-01,1,97,278,303,0
2024-11-01,1,1192,166,43,0
2024-11-01,1,3675,220,402,0
2024-11-01,1,3947,416,295,0
2024-11-01,1,76,90,49,0
2024-11-01,1,630,410,102,0
2024-11-01,1,622,302,256,0
2024-11-01,1,973,402,321,0
2024-11-01,1,41,130,88,0
2024-11-01,1,2138,359,313,0
2024-11-01,1,1061,389,151,0
2024-11-01,1,2883,244,276,0
2024-11-01,1,365,495,284,0
2024-11-01,1,2535,397,165,0
2024-11-01,1,2031,412,124,0
2024-11-01,1,2554,262,262,0
2024-11-01,1,3587,299,17,0
2024-11-01,1,439,344,370,0
2024-11-01,1,1305,320,203,0
2024-11-01,1,3430,14,386,0
2024-11-01,1,2379,499,164,0
2024-11-01,1,325,475,193,0
2024-11-01,1,531,382,115,0
2024-11-01,1,2531,194,388,0
2024-11-01,1,3163,119,127,0
2024-11-01,1,4335,91,45,0
2024-11-01,1,4640,75,342,0
2024-11-01,1,3236,268,161,0
2024-11-01,1,1420,156,427,0
2024-11-01,1,3458,177,212,0
2024-11-01,1,1734,98,131,0
2024-11-01,1,2354,436,67,0
2024-11-01,1,3582,79,169,1
2024-11-01,1,2332,239,229,0
2024-11-01,1,1755,440,184,0
2024-11-01,1,1666,209,219,0
2024-11-01,1,4447,206,397,0
2024-11-01,1,3840,178,28,0
2024-11-01,1,178,268,399,0
2024-11-01,1,3998,121,334,0
2024-11-01,1,2136,482,135,0
2024-11-01,1,3309,366,108,0
2024-11-01,1,4921,468,87,0
2024-11-01,1,771,462,274,1
2024-12-01,1,1232,66,104,0
2024-12-01,1,3727,417,44,0
2024-12-01,1,333,351,218,0
2024-12-01,1,711,121,155,0
2024-12-01,1,3429,217,190,0
2024-12-01,1,590,122,427,0
2024-12-01,1,3510,296,162,0
2024-12-01,1,801,42,245,0
2024-12-01,1,1938,150,334,0
2024-12-01,1,4066,304,223,0
2024-12-01,1,2329,489,415,0
2024-12-01,1,4625,167,361,1
2024-12-01,1,729,134,296,0
2024-12-01,1,2701,62,405,0
2024-12-01,1,381,364,385,0
2024-12-01,1,666,213,291,0
2024-12-01,1,337,439,409,0
2024-12-01,1,878,66,78,0
2024-12-01,1,1085,472,165,0
2024-12-01,1,1128,186,314,0
2024-12-01,1,1890,494,403,0
2024-12-01,1,214,341,198,0
2024-12-01,1,878,13,290,0
2024-12-01,1,516,79,73,0
2024-12-01,1,1011,473,275,0
2024-12-01,1,1201,377,415,0
2024-12-01,1,4735,408,222,1
2024-12-01,1,3825,375,138,0
2024-12-01,1,359,285,371,0
2024-12-01,1,854,378,363,0
2024-12-01,1,2992,144,129,0
2024-12-01,1,3367,254,122,0
2024-12-01,1,1855,210,76,0
2024-12-01,1,4636,433,401,0
2024-12-01,1,3722,100,303,0
2024-12-01,1,477,462,176,0
2024-12-01,1,1044,471,365,0
2024-12-01,1,1606,384,84,0
2024-12-01,1,4956,287,256,0
2024-12-01,1,888,90,17,0
2024-12-01,1,2900,192,253,0
2024-12-01,1,4776,35,168,0
2024-12-01,1,2358,22,393,0
2024-12-01,1,4647,139,165,0
2024-12-01,1,1300,223,423,0
2024-12-01,1,859,24,383,0
2024-12-01,1,859,53,147,0
2024-12-01,1,4398,45,361,0
2024-12-01,1,4243,471,342,1
2024-12-01,1,3292,314,412,0
2024-01-01,2,1497,34,239,0
2024-01-01,2,883,465,50,0
2024-01-01,2,4953,396,283,0
2024-01-01,2,1482,392,83,0
2024-01-01,2,1004,12,444,0
2024-01-01,2,1517,58,251,0
2024-01-01,2,4549,21,355,0
2024-01-01,2,2969,313,384,0
2024-01-01,2,4926,488,361,0
2024-01-01,2,2970,489,92,0
2024-01-01,2,719,255,191,0
2024-01-01,2,2199,241,18,0
2024-01-01,2,3416,319,153,0
2024-01-01,2,3925,185,436,0
2024-01-01,2,3381,234,230,0
2024-01-01,2,1813,134,213,0
2024-01-01,2,4067,419,12,0
2024-01-01,2,3391,37,440,0
2024-01-01,2,687,192,352,0
2024-01-01,2,1134,25,237,1
2024-01-01,2,1885,343,302,0
2024-01-01,2,676,239,176,0
2024-01-01,2,4921,53,59,0
2024-01-01,2,2578,91,312,0
2024-01-01,2,398,492,421,0
2024-01-01,2,915,462,285,0
2024-01-01,2,614,282,261,0
2024-01-01,2,4160,487,93,0
2024-01-01,2,3920,237,32,0
2024-01-01,2,3844,260,185,0
2024-01-01,2,2267,14,416,0
2024-01-01,2,1528,118,25,0
2024-01-01,2,4761,359,16,0
2024-01-01,2,146,397,150,0
2024-01-01,2,3657,447,64,0
2024-01-01,2,284,425,164,0
2024-01-01,2,2158,352,360,0
2024-01-01,2,467,293,444,0
2024-01-01,2,1260,148,52,0
2024-01-01,2,3036,249,83,0
2024-01-01,2,1066,180,130,0
2024-01-01,2,1381,358,377,0
2024-01-01,2,2603,313,340,0
2024-01-01,2,2967,212,129,0
2024-01-01,2,4080,209,362,1
2024-01-01,2,2447,49,74,0
2024-01-01,2,2398,461,92,0
2024-01-01,2,3463,73,87,0
2024-01-01,2,4143,499,295,0
2024-01-01,2,2837,473,44,0
2024-02-01,2,3155,154,240,0
2024-02-01,2,990,166,419,0
2024-02-01,2,3896,401,407,0
2024-02-01,2,1484,109,77,0
2024-02-01,2,4344,242,166,0
2024-02-01,2,3912,116,8,0
2024-02-01,2,4026,118,303,0
2024-02-01,2,4611,294,172,0
2024-02-01,2,3997,420,55,0
2024-02-01,2,850,205,397,1
2024-02-01,2,2549,457,109,0
2024-02-01,2,36,428,343,0
2024-02-01,2,90,198,337,0
2024-02-01,2,2748,200,410,0
2024-02-01,2,4821,379,286,0
2024-02-01,2,3454,469,411,0
2024-02-01,2,1655,483,380,0
2024-02-01,2,2137,383,220,0
2024-02-01,2,2569,349,354,0
2024-02-01,2,2841,397,177,0
2024-02-01,2,1926,303,105,0
2024-02-01,2,2367,40,423,0
2024-02-01,2,4987,64,446,0
2024-02-01,2,2474,120,155,0
2024-02-01,2,1312,468,76,0
2024-02-01,2,776,257,98,0
2024-02-01,2,4925,208,201,0
2024-02-01,2,4013,192,206,0
2024-02-01,2,1879,72,79,0
2024-02-01,2,2670,256,330,0
2024-02-01,2,1847,138,167,0
2024-02-01,2,2137,488,294,0
2024-02-01,2,1194,278,72,0
2024-02-01,2,2493,341,438,0
2024-02-01,2,524,82,37,0
2024-02-01,2,943,419,200,0
2024-02-01,2,1112,124,414,0
2024-02-01,2,1162,340,58,0
2024-02-01,2,4799,116,199,0
2024-02-01,2,3519,191,225,0
2024-02-01,2,3735,432,400,0
2024-02-01,2,3812,98,400,0
2024-02-01,2,345,159,356,0
2024-02-01,2,1170,430,138,0
2024-02-01,2,3228,72,244,0
2024-02-01,2,4640,486,49,0
2024-02-01,2,3469,366,253,0
2024-02-01,2,4203,139,31,0
2024-02-01,2,4820,417,144,0
2024-02-01,2,4896,378,89,0
2024-03-01,2,1820,75,421,0
2024-03-01,2,3035,215,296,0
2024-03-01,2,1925,281,53,0
2024-03-01,2,4984,92,422,0
2024-03-01,2,4870,462,76,0
2024-03-01,2,4463,398,398,0
2024-03-01,2,4492,421,336,0
2024-03-01,2,3962,398,333,0
2024-03-01,2,3495,140,223,0
2024-03-01,2,1557,199,154,0
2024-03-01,2,4428,252,335,0
2024-03-01,2,2291,404,374,0
2024-03-01,2,871,331,360,0
2024-03-01,2,1180,54,8,0
2024-03-01,2,2989,374,129,0
2024-03-01,2,129,68,270,0
2024-03-01,2,2469,292,145,0
2024-03-01,2,2814,178,75,0
2024-03-01,2,298,404,160,0
2024-03-01,2,3323,69,212,0
2024-03-01,2,966,226,213,0
2024-03-01,2,3368,276,305,0
2024-03-01,2,1432,328,324,0
2024-03-01,2,513,289,176,0
2024-03-01,2,1774,141,400,0
2024-03-01,2,712,51,11,0
2024-03-01,2,4799,345,155,0
2024-03-01,2,2834,218,444,0
2024-03-01,2,937,273,98,0
2024-03-01,2,2464,179,326,0
2024-03-01,2,4641,165,415,0
2024-03-01,2,3661,99,41,0
2024-03-01,2,4007,441,240,0
2024-03-01,2,1194,84,428,0
2024-03-01,2,2167,416,39,0
2024-03-01,2,1,74,28,0
2024-03-01,2,2658,402,242,0
2024-03-01,2,4608,140,33,0
2024-03-01,2,1658,219,324,0
2024-03-01,2,3879,349,363,0
2024-03-01,2,2356,164,305,0
2024-03-01,2,4892,222,166,0
2024-03-01,2,4835,28,384,0
2024-03-01,2,4001,196,258,0
2024-03-01,2,2039,187,425,0
2024-03-01,2,2531,255,148,0
2024-03-01,2,426,150,6,0
2024-03-01,2,353,334,378,0
2024-03-01,2,3735,130,21,0
2024-03-01,2,2880,393,26,0
2024-04-01,2,1852,17,100,0
2024-04-01,2,106,397,145,0
2024-04-01,2,2811,419,341,0
2024-04-01,2,4987,395,84,0
2024-04-01,2,387,304,37,0
2024-04-01,2,1801,43,190,0
2024-04-01,2,2421,163,317,0
2024-04-01,2,4448,361,388,0
2024-04-01,2,4654,340,20,0
2024-04-01,2,3196,277,215,0
2024-04-01,2,1054,444,424,0
2024-04-01,2,1584,470,430,0
2024-04-01,2,2505,491,77,0
2024-04-01,2,2987,493,75,0
2024-04-01,2,315,431,158,0
2024-04-01,2,3182,88,410,0
2024-04-01,2,1878,193,299,0
2024-04-01,2,4563,424,325,0
2024-04-01,2,3560,52,154,0
2024-04-01,2,3441,125,120,0
2024-04-01,2,2689,149,216,0
2024-04-01,2,2810,273,34,0
2024-04-01,2,2408,417,308,0
2024-04-01,2,2841,487,172,0
2024-04-01,2,2923,300,105,0
2024-04-01,2,3398,200,369,0
2024-04-01,2,4887,370,202,0
2024-04-01,2,3712,472,206,0
2024-04-01,2,415,93,382,0
2024-04-01,2,4058,110,153,0
2024-04-01,2,4474,331,269,0
2024-04-01,2,2374,419,82,0
2024-04-01,2,571,61,404,0
