sku_id,product_name,category,cost_price,mrp,stock_level
36,Product-36,Sports,3615.0995278405503,10531.530442342,521
37,Product-37,Sports,3938.2505997906705,3254.4067549368956,295
38,Product-38,Beauty,1173.6052089262582,13091.691027528703,685
39,Product-39,Sports,949.7265489922751,7130.7239609586995,872
40,Product-40,Beauty,774.1560078068749,10418.103445074077,572
41,Product-41,Beauty,2432.0743173672986,14242.085872349451,338
42,Product-42,Sports,3309.635053295161,14612.384778646576,297
43,Product-43,Electronics,575.9656806071447,11440.831376530181,345
44,Product-44,Apparel,3427.1839685352425,4019.3183723966195,140
45,Product-45,Apparel,4028.671283991224,1288.4262232519447,763
46,Product-46,Apparel,2583.099332613181,5378.289777702296,985
47,Product-47,Home,1707.820156202209,5875.572887785787,361
48,Product-48,Beauty,556.066249763214,9349.498043224987,563
49,Product-49,Apparel,4287.431617295359,8837.850105262809,511
50,Product-50,Home,3565.339883199974,3315.072037194211,350
51,Product-51,Electronics,3419.1735786068843,12403.98611639163,369
52,Product-52,Beauty,2306.91378998086,7196.643361437213,852
53,Product-53,Apparel,3817.0934925574384,12385.65394906047,189
54,Product-54,Sports,4013.0473234264723,13164.880019926602,746
55,Product-55,Home,1593.6240869594217,10210.082001340652,607
56,Product-56,Sports,4312.561786160009,14833.351000722329,461
57,Product-57,Beauty,1059.9586822541974,5656.565272160945,708
58,Product-58,Home,4931.089292961813,8843.697464851539,599
59,Product-59,Home,1957.7615355445773,4162.139948970256,134
60,Product-60,Electronics,1762.2274886118144,2946.2330603171445,67
61,Product-61,Beauty,1147.028801818061,10226.528821682214,804
62,Product-62,Home,2155.622959235743,3029.4885288785213,525
63,Product-63,Apparel,1997.8787034208024,11785.805652738929,822
64,Product-64,Home,3037.0045782034276,13695.084459395544,425
65,Product-65,Beauty,1920.735916977374,9247.943221931662,648
66,Product-66,Electronics,2071.6678184080347,8842.924599832138,435
67,Product-67,Apparel,1542.1224922980996,7527.208594581637,832
68,Product-68,Home,2446.61755956967,14425.64520417806,301
69,Product-69,Electronics,3280.3732355708994,14091.640369248953,52
70,Product-70,Electronics,1678.6474406710095,13854.005788418433,884
71,Product-71,Beauty,2161.8406155268117,14893.171353073585,965
72,Product-72,Beauty,4372.841438575902,12506.216265045747,627
73,Product-73,Beauty,540.3745681208478,4091.01518573245,353
74,Product-74,Home,1224.1567333071093,10428.555579105063,51
75,Product-75,Sports,4854.235232794603,12224.994090281945,76
76,Product-76,Beauty,4232.245697363162,2672.385195967361,724
77,Product-77,Apparel,2657.6611794395612,1610.1956129036218,661
78,Product-78,Sports,3613.288585256437,13638.682046687809,113
79,Product-79,Apparel,4075.201828050661,9608.856567662388,933
80,Product-80,Home,2885.1518771232295,3960.6103819464834,701
81,Product-81,Sports,763.7442513089046,8306.89977966325,815
82,Product-82,Electronics,2245.123305859607,11283.723649395111,891
83,Product-83,Electronics,554.2274792590396,12711.765733866789,251
84,Product-84,Electronics,4939.554553874318,1455.9504988570543,427
85,Product-85,Apparel,4868.724150310529,13075.98543786382,307
86,Product-86,Sports,2738.3995695070403,1857.3183016733124,951
87,Product-87,Electronics,4182.502145396271,13165.121317809904,768
88,Product-88,Beauty,4856.065727700655,14650.282335594971,737
89,Product-89,Beauty,3711.025499969836,10740.043962066977,586
90,Product-90,Sports,2498.9592105400025,1516.757005334428,313
91,Product-91,Apparel,4687.199073557859,7575.645321315106,324
92,Product-92,Sports,2721.065095522512,11443.39048555709,425
93,Product-93,Electronics,1650.917398888322,13479.682459251426,919
94,Product-94,Electronics,2593.7196201117786,5414.094685324442,936
95,Product-95,Home,2017.5095170077868,5636.015951887352,440
96,Product-96,Home,4442.8637571954605,4702.0495009926635,56
97,Product-97,Apparel,1135.239595398808,14309.472929152713,974
98,Product-98,Apparel,3880.644694928457,7580.185808020025,868
99,Product-99,Electronics,1400.2825924210224,9847.695040452832,127
100,Product-100,Home,3112.128865237299,9647.14506206268,144
101,Product-101,Apparel,2149.9757941361586,1597.3831410583161,818
102,Product-102,Sports,1852.0917031658362,6857.202964802774,261
103,Product-103,Beauty,4903.865579125152,14354.66301259146,345
104,Product-104,Apparel,3145.4395920115044,5219.254557083122,239
105,Product-105,Home,2711.8664473641766,2383.729512690002,199
106,Product-106,Beauty,1241.2039514623689,5745.783035574324,34
107,Product-107,Apparel,856.3646636674222,2443.948652397132,768
108,Product-108,Electronics,1929.5257761657128,6188.06101759822,31
109,Product-109,Apparel,3374.019137304373,7463.15380331602,383
110,Product-110,Beauty,2737.2411853305352,1380.4864754755558,943
111,Product-111,Apparel,2023.978072106463,2000.3019482901573,79
112,Product-112,Beauty,2112.6630841775013,2429.8938431202187,756
113,Product-113,Home,4208.162546404621,11839.048922875812,580
114,Product-114,Apparel,4104.755864804787,13207.99266133705,685
115,Product-115,Beauty,831.7309967040223,14216.471800319505,109
116,Product-116,Beauty,4132.535036806052,3036.351409258482,506
117,Product-117,Electronics,4063.695989050975,10919.854292666854,225
118,Product-118,Electronics,1169.2397531384227,6562.929108607937,540
119,Product-119,Beauty,4498.087133986586,5631.153499089106,79
120,Product-120,Sports,1041.1224828742716,8114.055314404215,525
121,Product-121,Sports,3608.969151363339,14343.342594210879,342
122,Product-122,Electronics,4860.210900384064,6341.815951930893,565
123,Product-123,Home,2341.7859664005973,14747.796240142829,561
124,Product-124,Electronics,815.5583294909599,11875.432192278879,436
125,Product-125,Beauty,985.2229377851335,11024.555869022124,670
126,Product-126,Beauty,4711.436498997083,13110.677584077219,737
127,Product-127,Electronics,2020.7959147010704,2374.041056614324,579
128,Product-128,Home,3045.6590075472695,11760.58362633714,476
129,Product-129,Electronics,2934.050036341502,13575.26138651039,17
130,Product-130,Apparel,2989.0116657033655,2845.5244128418217,312
131,Product-131,Electronics,4042.010843483342,3282.7800299206615,996
132,Product-132,Apparel,573.0519097166158,9493.517889088313,861
133,Product-133,Home,2344.4020481737107,13123.432117005712,133
134,Product-134,Electronics,1988.673899212936,3429.736070100709,674
135,Product-135,Beauty,4958.964685455257,8626.335019459779,885
136,Product-136,Electronics,2340.8393068273986,2530.981719904915,763
137,Product-137,Electronics,1025.0945837233426,2850.0036680326766,835
138,Product-138,Sports,3754.591666178868,10458.508744949939,98
139,Product-139,Home,4567.544026099336,13313.488546294488,962
140,Product-140,Beauty,3561.07008455176,10552.385419057637,113
141,Product-141,Apparel,2917.785557057091,8504.993917905344,377
142,Product-142,Beauty,2020.5720925194928,3837.2194998285545,674
143,Product-143,Apparel,4102.054002569236,11882.12031922328,449
144,Product-144,Electronics,2854.808237858328,5320.603776660704,161
145,Product-145,Apparel,1937.2881837286848,11576.339216550503,86
146,Product-146,Apparel,2185.1353615111016,6078.712551707329,356
147,Product-147,Sports,4390.362101121954,4316.570993722694,925
148,Product-148,Apparel,3798.723894127939,1114.4330077685258,916
149,Product-149,Apparel,607.0738512489078,13873.383932846884,197
150,Product-150,Apparel,1959.07601711587,14480.493101521535,752
151,Product-151,Sports,961.3440271487098,11494.586310011397,326
152,Product-152,Beauty,3421.7658073465254,12674.868481166715,396
153,Product-153,Electronics,1038.7825571205503,9405.10578084989,902
154,Product-154,Home,4728.758463059542,7921.265869499086,804
155,Product-155,Home,1834.4973092176172,2781.56326819305,22
156,Product-156,Apparel,4145.966731721486,7615.3736838777595,448
157,Product-157,Sports,3804.6654692692796,13530.720498846065,143
158,Product-158,Beauty,2225.9300297244304,4859.732039259139,203
159,Product-159,Sports,3810.79224714794,10665.571265699129,495
160,Product-160,Sports,2998.992803378695,12601.186637770103,425
161,Product-161,Apparel,2631.861209722901,3530.8148452403652,617
162,Product-162,Home,807.2124308563119,10236.726767652528,52
163,Product-163,Sports,2888.6433705178824,14801.454966527563,345
164,Product-164,Sports,3791.6496760386067,5593.001053882365,816
165,Product-165,Apparel,795.5790883219274,7707.334897200014,134
166,Product-166,Sports,1365.0437235556,13416.525075360281,48
167,Product-167,Electronics,801.9284882369523,12080.999794462106,279
168,Product-168,Electronics,2970.7598964707186,10597.868909305407,50
169,Product-169,Apparel,1531.5992566274476,14946.41018657706,663
170,Product-170,Beauty,2539.0350614625777,12722.841572524107,743
171,Product-171,Electronics,731.3607751856771,9889.536199618502,797
172,Product-172,Beauty,3497.871561895116,1055.5094670898316,612
173,Product-173,Sports,3900.1492476368085,12993.826044631116,579
174,Product-174,Sports,4030.1763853527664,13159.060556100494,58
175,Product-175,Home,1968.6867227511966,4487.649097995669,250
176,Product-176,Beauty,944.6217477083067,10881.397256178063,135
177,Product-177,Apparel,4382.740846710551,9321.305053091746,89
178,Product-178,Sports,2555.5759933979,10096.250744072337,893
179,Product-179,Apparel,1397.5071057311848,10314.474120198529,194
180,Product-180,Sports,1474.318634563138,3092.9479759933606,49
181,Product-181,Sports,903.9490972729703,14779.046183768784,434
182,Product-182,Apparel,1557.796276511231,13311.784919067182,130
183,Product-183,Home,3306.3566013351333,3489.5260467251533,114
184,Product-184,Electronics,4884.20272741582,2696.6060129755624,186
185,Product-185,Home,3112.5617665519685,12270.434642197733,449
186,Product-186,Electronics,3429.277955187882,10722.306671738821,420
187,Product-187,Beauty,2895.628219082482,13133.518719991935,35
188,Product-188,Electronics,1244.5523209498615,7805.397649930157,297
189,Product-189,Home,2997.365758949008,11695.876922914205,608
190,Product-190,Electronics,2018.4929840917637,13454.053614287006,108
191,Product-191,Apparel,4499.254290935769,8115.1628370809685,790
192,Product-192,Beauty,2694.341341179657,1389.760758368085,118
193,Product-193,Apparel,3189.3421259763554,14653.003536687376,560
194,Product-194,Electronics,4836.206446252861,10966.493329207067,56
195,Product-195,Home,867.1416185467148,10520.494195577927,107
196,Product-196,Electronics,2525.241597881941,8334.438822109973,292
197,Product-197,Electronics,1606.3279869815071,3367.5297988212924,637
198,Product-198,Electronics,3162.852604172633,7701.115787524749,33
199,Product-199,Beauty,3749.946429091301,11517.535324483175,185
200,Product-200,Apparel,3970.5176489531405,14714.887468182515,276
201,Product-201,Home,3832.8556904645093,2776.772484466762,240
202,Product-202,Home,1770.1035605909904,9955.618696017566,835
203,Product-203,Sports,3633.342891175146,8966.280172140858,566
204,Product-204,Home,1945.486292034109,14313.759527089906,145
205,Product-205,Apparel,3211.7489233830433,5675.370851992241,349
206,Product-206,Electronics,3895.787217124851,7846.37634112023,803
207,Product-207,Apparel,816.4252524335257,9366.349848428184,877
208,Product-208,Apparel,3841.3558593350645,2221.324898449983,28
209,Product-209,Electronics,3203.0811442856134,3463.5633553824405,167
210,Product-210,Sports,4285.452222924079,4848.140758381922,305
211,Product-211,Beauty,2904.426260229588,11168.184348492754,842
212,Product-212,Electronics,659.7879219972468,11767.139411122176,385
213,Product-213,Sports,3862.9162481253647,8328.919690023362,274
214,Product-214,Home,3724.747398404826,2874.273659303687,520
215,Product-215,Home,4380.912111039308,11889.671790328148,873
216,Product-216,Apparel,2144.013484121012,2272.68013252136,534
217,Product-217,Beauty,2168.5100226213435,3942.2444824484887,826
218,Product-218,Beauty,2025.2019359782157,1103.9620296669602,556
219,Product-219,Beauty,3332.6461259551334,8779.228977618113,867
220,Product-220,Electronics,2286.2722079426476,6892.068342712255,873
221,Product-221,Apparel,630.8761803036269,14646.462293531431,349
222,Product-222,Apparel,1076.595815023425,1004.5035555964141,818
223,Product-223,Sports,2979.234343817403,8037.383053651431,699
224,Product-224,Home,1909.9890987613958,3423.5596699969738,927
225,Product-225,Beauty,2186.0260399995364,1130.963192317949,779
226,Product-226,Apparel,3241.178030932834,7576.134613606314,146
227,Product-227,Sports,2270.3981727553737,6901.376941357522,852
228,Product-228,Beauty,4806.905397682139,4679.907498357819,933
229,Product-229,Electronics,2649.0246527810323,11606.386970235646,120
230,Product-230,Home,3038.2341110126486,10131.498592530808,207
231,Product-231,Home,2547.463520937481,9021.079567514724,902
232,Product-232,Beauty,3862.3287176173076,2345.6050549699003,482
233,Product-233,Home,3499.0902790614928,5045.948812866103,498
234,Product-234,Beauty,4298.960555233251,4116.0691223671965,985
235,Product-235,Electronics,2611.968009546125,11829.872713719034,756
236,Product-236,Home,1762.1559315457548,14825.006790289573,776
237,Product-237,Sports,2775.1944911581118,12033.107150369582,345
238,Product-238,Home,2572.227997883211,9269.395821652395,619
239,Product-239,Home,1697.4850634761885,13179.510760198798,982
240,Product-240,Sports,4947.567226562127,3676.232913984663,536
241,Product-241,Electronics,997.8628467048056,6195.457306372753,90
242,Product-242,Electronics,3688.2142015509603,6240.144060081518,192
243,Product-243,Electronics,1074.7532602969418,3363.2463110431277,698
244,Product-244,Beauty,700.0493663240684,6398.2057359133305,915
245,Product-245,Electronics,1258.4480581360376,1450.367873948286,897
246,Product-246,Sports,4382.996635721907,5672.303020481843,959
247,Product-247,Beauty,862.7128496389898,13601.192940427502,84
248,Product-248,Apparel,2242.448038475638,10815.326123533388,688
249,Product-249,Apparel,3276.3984139798176,7306.900438569717,359
250,Product-250,Electronics,3492.6594855016074,1611.4140392384234,660
251,Product-251,Electronics,1514.8606958544015,1229.1804649104163,530
252,Product-252,Apparel,1578.3936032881657,10610.724797742005,191
253,Product-253,Electronics,3840.6563282742964,3687.083454114846,261
254,Product-254,Electronics,1355.361692949755,14490.962993721398,774
255,Product-255,Beauty,2263.5200087891635,7830.51986865765,308
256,Product-256,Electronics,589.8011466132067,8807.583700798927,90
257,Product-257,Apparel,4848.592051900009,14659.486691211903,69
258,Product-258,Apparel,3981.5453001611613,9915.588595322788,37
259,Product-259,Apparel,4158.1839548261,14576.151398176247,269
260,Product-260,Sports,3486.6585695157596,12889.545373402163,41
261,Product-261,Home,4039.205736453238,6544.400164909425,425
262,Product-262,Beauty,4533.623537232184,4165.513405699317,380
263,Product-263,Beauty,3697.4012701408546,7779.055754859913,388
264,Product-264,Apparel,2816.8721746800607,8615.073748738749,447
265,Product-265,Home,1354.7866117111635,4160.977193254638,415
266,Product-266,Electronics,1923.1972531858555,3497.221800230312,627
267,Product-267,Electronics,2558.362472937355,5694.062347764953,120
268,Product-268,Electronics,4832.358212111934,2506.6696005310014,970
269,Product-269,Home,1890.4294087713502,6309.432550281475,941
270,Product-270,Beauty,3660.8716464646245,6481.255863316196,319
271,Product-271,Apparel,2369.8058972396548,9313.612768112598,196
272,Product-272,Sports,1670.8123169364906,2881.265298155018,126
273,Product-273,Beauty,1761.233575204708,14433.706571723224,487
274,Product-274,Electronics,3505.3427181449083,14242.76210810002,410
275,Product-275,Electronics,2422.606737619637,6557.5533775831545,386
276,Product-276,Apparel,2431.6179918795547,6739.067960241414,281
277,Product-277,Sports,1347.3721042235657,11805.874312804304,342
278,Product-278,Beauty,1116.0381448015528,2177.799472113762,433
279,Product-279,Sports,2264.246488439461,13557.084160688612,111
280,Product-280,Beauty,2709.903368988295,9282.326601365172,470
281,Product-281,Apparel,1880.78415915166,2721.9691055513813,416
282,Product-282,Home,2573.7922948838705,4771.755299197388,686
283,Product-283,Home,2297.303864320761,2217.573876970947,52
284,Product-284,Sports,4770.887336022407,12373.611584249253,326
285,Product-285,Beauty,4402.506035163261,4128.403310176966,784
286,Product-286,Home,2354.2838343575963,10160.584189474273,232
287,Product-287,Beauty,4296.869948348743,2751.8699863982383,553
288,Product-288,Home,4484.330815648067,8121.056191541231,367
289,Product-289,Beauty,977.1828734036756,11801.826040269245,916
290,Product-290,Sports,1524.2366245893404,13772.49521265434,673
291,Product-291,Apparel,3975.267449753066,10935.581307744867,754
292,Product-292,Sports,2193.7812280594644,6416.900930505389,309
293,Product-293,Beauty,725.3042152679703,6889.765385284633,566
294,Product-294,Electronics,3986.443622514568,6414.702427035641,224
295,Product-295,Sports,2914.6694438392256,13878.40238317021,284
296,Product-296,Sports,1990.991303393716,7710.822324580889,257
297,Product-297,Beauty,2133.5563334012395,10742.61231417569,722
298,Product-298,Home,934.4088355854169,10042.030070222883,629
299,Product-299,Electronics,1067.8384223729886,6958.778643405556,630
300,Product-300,Apparel,3653.7728057465542,5357.871703815186,884
301,Product-301,Apparel,2596.201725520224,10382.058046554897,468
302,Product-302,Sports,2683.046675738427,4638.6620620818885,90
303,Product-303,Apparel,2817.250009532038,9943.038859047461,61
304,Product-304,Sports,536.401761272614,8961.061591826292,296
305,Product-305,Electronics,3841.182620961698,6246.06579636801,861
306,Product-306,Apparel,886.6065389188831,12662.521905375213,889
307,Product-307,Electronics,2357.926916678955,5641.316813308404,237
308,Product-308,Beauty,688.31797261977,9328.13784158902,518
309,Product-309,Electronics,1676.2277907681485,10137.862252430084,201
310,Product-310,Sports,1938.962136476605,7122.748031625306,960
311,Product-311,Home,2814.9514779818023,4449.972950378642,261
312,Product-312,Home,1887.8974175226183,4415.300745871995,535
313,Product-313,Beauty,649.7876450465438,14271.807491612912,888
314,Product-314,Sports,4574.3037386613,9128.691732099469,926
315,Product-315,Beauty,3068.636196591005,13803.49153426076,420
316,Product-316,Beauty,1559.5216098865358,3485.567699692649,150
317,Product-317,Home,4924.449341821649,10290.842920577981,61
318,Product-318,Sports,986.1144433998936,3539.24977530808,413
319,Product-319,Beauty,4557.513759477716,14677.444065464897,78
320,Product-320,Sports,2793.5472114490462,14600.099930791372,519
321,Product-321,Beauty,2933.9672929835574,4590.460563211057,679
322,Product-322,Sports,1014.1879374497796,6862.115144643264,750
323,Product-323,Electronics,544.6838572344998,3115.1536024729567,714
324,Product-324,Electronics,3306.9313802528272,7180.305601355641,244
325,Product-325,Beauty,4944.204738111691,6895.118019158488,900
326,Product-326,Beauty,3923.506856422916,14683.389324231424,187
327,Product-327,Sports,3546.782083075052,12850.131425837732,261
328,Product-328,Home,4006.734143926122,14373.178886947893,578
329,Product-329,Apparel,1759.4510041974377,9720.848926297258,916
330,Product-330,Electronics,1756.159919465886,4584.50401834777,240
331,Product-331,Electronics,3591.4725834876217,6923.076135335388,791
332,Product-332,Sports,2766.953527095382,1383.7008197435637,870
333,Product-333,Beauty,2579.452308999284,14314.016057724462,830
334,Product-334,Apparel,2146.995351354478,6735.56822555061,630
335,Product-335,Home,1384.9614055282764,10494.491500496664,63
336,Product-336,Home,2902.810035627534,10307.133340180348,187
337,Product-337,Home,4338.522041519202,11219.923769190204,406
338,Product-338,Beauty,4545.974780480037,10005.63376986123,30
339,Product-339,Apparel,3921.896729466009,1656.6581638662938,498
340,Product-340,Beauty,1916.4288388068635,4381.232906111174,482
341,Product-341,Home,816.521376571476,5670.477302113083,279
342,Product-342,Apparel,3239.979925408431,4007.6563478480643,611
343,Product-343,Beauty,3175.4065579794,1316.1203919439395,372
344,Product-344,Sports,1332.918729322884,12147.084062561735,100
345,Product-345,Apparel,3172.8625444938984,13646.004155879162,148
346,Product-346,Home,1269.4374583171157,3107.4011193377073,445
347,Product-347,Beauty,3067.097839864751,1154.1809691070368,109
348,Product-348,Electronics,3430.1098167457635,2755.8216149281766,877
349,Product-349,Home,947.8096379860997,10703.027743821587,996
350,Product-350,Apparel,2449.0555704182116,8547.801171743728,544
351,Product-351,Beauty,3826.8112889526847,3520.879671840457,873
352,Product-352,Apparel,2052.870919952548,8499.674143812408,757
353,Product-353,Electronics,3551.8005245530744,12682.861372552756,887
354,Product-354,Apparel,3088.3814313438916,2254.3184721840316,465
355,Product-355,Beauty,602.8544156725135,1497.5972690753042,10
356,Product-356,Home,613.9090734561003,9946.510787514155,581
357,Product-357,Electronics,2404.4710354120316,5448.3675575884145,769
358,Product-358,Apparel,1999.450423318268,5551.181736831205,735
359,Product-359,Home,1971.8670155592038,9471.650531935193,399
360,Product-360,Apparel,3704.4902267748894,11260.045992269776,137
361,Product-361,Apparel,3902.0639253936974,12943.730140429385,125
362,Product-362,Sports,842.8007524347231,14642.52534172531,946
363,Product-363,Home,2450.4892572075382,7479.311860213275,949
364,Product-364,Home,4469.871124594842,2613.657318718669,609
365,Product-365,Sports,2840.9469540399787,6181.66302513191,487
366,Product-366,Sports,3683.2152552825482,3819.0471761948693,296
367,Product-367,Apparel,1715.744898901441,13581.354103279824,465
368,Product-368,Beauty,3515.4385170857663,14573.099817225655,370
369,Product-369,Beauty,1215.9822532934072,12736.659259857117,983
370,Product-370,Home,3216.0600505500847,14432.13075909531,535
371,Product-371,Home,2071.528681123485,5960.76825438236,351
372,Product-372,Beauty,4176.066317482844,5894.616046443007,449
373,Product-373,Electronics,2023.005606189602,6980.744711844354,305
374,Product-374,Sports,1879.1122557553272,14910.488637140343,989
375,Product-375,Apparel,4049.1571959547127,5022.725621140348,328
376,Product-376,Home,797.8664856720034,13274.204969651208,263
377,Product-377,Sports,4621.777565778146,4761.2725581101,405
378,Product-378,Beauty,4703.982383238105,8144.2451326576875,961
379,Product-379,Home,1724.346730795092,12057.045623729677,165
380,Product-380,Apparel,2896.857830554558,5055.212347911542,499
381,Product-381,Beauty,4563.702011104524,10085.27090207374,283
382,Product-382,Home,3200.3229322398,8008.351099253439,899
383,Product-383,Beauty,3510.341349434025,14283.43861959471,773
384,Product-384,Beauty,926.5520225290984,4351.889091874238,923
385,Product-385,Sports,4688.448856740325,13533.553786982693,175
386,Product-386,Sports,1156.0859334944528,1069.709531665476,64
387,Product-387,Apparel,1495.8112893404339,2114.8616444379213,644
388,Product-388,Sports,1346.1061347229006,13559.372868835118,89
389,Product-389,Beauty,4419.523912977356,12872.544586957996,561
390,Product-390,Apparel,3106.042390548506,2031.7512694067036,708
391,Product-391,Electronics,2398.333785320835,13807.052766599387,507
392,Product-392,Apparel,4274.03753742118,2765.5570888532657,224
393,Product-393,Home,552.2222277801673,4995.287544208206,425
394,Product-394,Sports,1595.4616269233634,7783.505190098421,534
395,Product-395,Apparel,1927.4244571721226,4220.566625097321,873
396,Product-396,Electronics,1763.9776577132102,13854.415996489593,411
397,Product-397,Apparel,4824.861262252542,11377.827506419457,627
398,Product-398,Home,2260.422252925706,6790.428288656462,915
399,Product-399,Home,3733.393048043279,3303.4326707461787,873
400,Product-400,Electronics,1910.1303699553957,7659.257767324889,282
401,Product-401,Sports,3012.49686770596,13149.17381176076,666
402,Product-402,Electronics,644.2187867966053,1434.7069795744967,903
403,Product-403,Sports,2140.2366528631837,11585.90219909263,989
404,Product-404,Beauty,4111.795335029132,9449.337428292743,344
405,Product-405,Electronics,1916.9829446720585,9335.887580842353,105
406,Product-406,Beauty,4308.754205672536,3107.6337865989626,219
407,Product-407,Electronics,2295.9833648984004,10645.202280823289,984
408,Product-408,Electronics,1220.2689943422508,12387.633641214903,70
409,Product-409,Home,3195.426889750241,11847.246008106993,135
410,Product-410,Beauty,989.6196899432418,6721.700680251474,364
411,Product-411,Electronics,4889.711960047174,7719.5001596088,366
412,Product-412,Sports,1627.188715716207,5546.270896081485,679
413,Product-413,Beauty,2272.0022883253623,6287.640768309427,933
414,Product-414,Electronics,954.5300372022948,5953.182040700437,141
415,Product-415,Apparel,4776.41008131371,12702.66434447201,369
416,Product-416,Sports,4747.88862356954,7065.15500934069,91
417,Product-417,Apparel,871.5396571084668,12862.963350392865,715
418,Product-418,Apparel,3731.5387863693786,1757.0237732048568,68
419,Product-419,Electronics,4971.181325509093,9062.96005339669,802
420,Product-420,Home,3036.2895649547136,5816.3062797108205,97
421,Product-421,Apparel,2433.536196644981,10130.902739681444,311
422,Product-422,Apparel,2299.798344632226,6829.480980468022,390
423,Product-423,Apparel,1202.04297577928,9881.149843974667,122
424,Product-424,Home,4839.485334490944,2640.7771900459893,234
425,Product-425,Home,2367.9893799169085,1943.7120946298087,106
426,Product-426,Electronics,1341.7310114866957,6788.405796210187,652
427,Product-427,Beauty,4053.3000468470514,9832.090681643534,758
428,Product-428,Sports,1770.7634135955188,2212.7023347873,798
429,Product-429,Apparel,4396.9862035912,13088.288639417211,745
430,Product-430,Home,2044.689526883949,9491.903832891501,43
431,Product-431,Electronics,2456.3059955475524,1851.1609204048812,824
432,Product-432,Home,2542.7188381975866,11091.116283460906,117
433,Product-433,Beauty,663.8333175573905,8909.828625432681,455
434,Product-434,Beauty,3358.1688060116226,9950.362680910372,872
435,Product-435,Apparel,3009.169513235027,3110.160238118666,931
436,Product-436,Beauty,3347.6837822335833,1932.1943255773922,19
437,Product-437,Apparel,2833.2851910336435,11616.050795956417,966
438,Product-438,Sports,1772.496813367195,3141.813385045226,659
439,Product-439,Electronics,2826.857883295323,6335.662786767215,406
440,Product-440,Sports,940.8708751802094,3925.4788154958296,148
441,Product-441,Home,1760.1675244853889,12606.16473946754,441
442,Product-442,Electronics,4438.106505292959,3121.716186278499,290
443,Product-443,Beauty,3708.1988674170298,5839.531010482782,126
444,Product-444,Beauty,1006.1958755692285,3983.358965293943,223
445,Product-445,Apparel,4307.085791495236,9770.480343528383,193
446,Product-446,Electronics,808.2068328205171,11906.274446293583,671
447,Product-447,Apparel,3723.500732045504,6383.731786298696,351
448,Product-448,Beauty,4900.618225714192,8828.190985368985,809
449,Product-449,Home,4579.751393610187,7360.039396366611,144
450,Product-450,Beauty,1430.4358772556855,5066.063223011018,671
451,Product-451,Sports,4858.046107768608,8246.121459345677,295
452,Product-452,Apparel,3175.896469496109,1327.6021752790416,338
453,Product-453,Beauty,1027.3615074191353,13566.616349587115,862
454,Product-454,Electronics,3298.8281881126563,9476.366989081645,549
455,Product-455,Beauty,3296.519570834454,2905.32714991346,787
456,Product-456,Apparel,1936.750898236835,12212.367305211228,321
457,Product-457,Beauty,666.1311787782288,1888.0012136909374,941
458,Product-458,Electronics,1719.2983679333615,5048.057201952697,810
459,Product-459,Sports,4702.376423724943,5348.713665335443,565
460,Product-460,Electronics,3276.4000577737925,2894.909494864192,596
461,Product-461,Home,524.473968718803,3033.262567817173,213
462,Product-462,Apparel,2594.8183348865973,8578.622853108762,515
463,Product-463,Home,3489.835242737636,11525.206774438397,708
464,Product-464,Sports,1810.5644276292094,14459.61436310725,325
