order_id,customer_id,customer_name,region,category,product,order_date,quantity,price,revenue
151,7150,Customer_74,East,Furniture,Desk,2023-06-10,7,1076.12,7532.84
152,2308,Customer_188,South,Office Supplies,Stapler,2023-01-02,3,151.72,455.16
153,2409,Customer_195,East,Technology,Tablet,2023-04-29,4,406.36,1625.44
154,8083,Customer_99,West,Technology,Tablet,2023-12-08,6,929.73,5578.38
155,5223,Customer_114,East,Technology,Monitor,2023-07-28,8,1182.51,9460.08
156,2304,Customer_103,North,Furniture,Desk,2023-09-03,8,840.12,6720.96
157,9996,Customer_75,South,Furniture,Bookcase,2023-05-26,4,163.07,652.28
158,8184,Customer_165,North,Technology,Monitor,2023-03-17,4,600.22,2400.88
159,8992,Customer_31,South,Office Supplies,Stapler,2023-08-07,6,168.58,1011.48
160,3969,Customer_190,South,Furniture,Cabinet,2023-02-15,9,595.66,5360.94
161,3866,Customer_181,West,Furniture,Cabinet,2023-10-09,6,886.95,5321.7
162,7819,Customer_113,East,Technology,Tablet,2023-10-22,8,527.45,4219.6
163,5853,Customer_150,North,Office Supplies,Envelope,2023-11-08,7,798.09,5586.63
164,2762,Customer_81,South,Technology,Monitor,2023-12-31,4,650.11,2600.44
165,2524,Customer_73,North,Office Supplies,Envelope,2023-10-23,9,926.24,8336.16
166,2639,Customer_42,North,Technology,Laptop,2023-02-08,9,847.39,7626.51
167,9363,Customer_179,South,Office Supplies,Binder,2023-04-12,2,960.3,1920.6
168,5090,Customer_49,North,Furniture,Cabinet,2023-01-17,3,380.94,1142.82
169,5107,Customer_62,West,Furniture,Desk,2023-08-04,7,627.95,4395.65
170,3421,Customer_198,West,Office Supplies,Stapler,2023-01-25,1,792.25,792.25
171,9238,Customer_32,South,Furniture,Desk,2023-01-16,9,1133.15,10198.35
172,4157,Customer_135,South,Office Supplies,Paper,2023-12-01,7,669.19,4684.33
173,2521,Customer_59,East,Technology,Laptop,2023-03-23,3,1109.65,3328.95
174,2466,Customer_103,North,Office Supplies,Pen,2023-01-14,7,548.9,3842.3
175,3983,Customer_183,East,Office Supplies,Binder,2023-12-30,2,1062.57,2125.14
176,1920,Customer_141,South,Office Supplies,Paper,2023-06-10,4,949.91,3799.64
177,4241,Customer_34,South,Technology,Monitor,2023-09-08,2,34.16,68.32
178,4810,Customer_123,East,Office Supplies,Stapler,2023-10-29,2,1127.19,2254.38
179,1271,Customer_184,West,Technology,Laptop,2023-08-27,5,578.34,2891.7
180,5435,Customer_133,North,Technology,Monitor,2023-06-26,9,406.96,3662.64
181,7467,Customer_146,South,Office Supplies,Stapler,2023-10-20,8,348.25,2786.0
182,3632,Customer_143,North,Technology,Laptop,2023-12-10,5,1185.33,5926.65
183,5805,Customer_39,West,Office Supplies,Envelope,2023-11-15,5,944.68,4723.4
184,6690,Customer_72,West,Furniture,Cabinet,2023-12-15,2,204.61,409.22
185,8274,Customer_57,South,Office Supplies,Stapler,2023-08-29,3,617.66,1852.98
186,2796,Customer_54,East,Furniture,Bookcase,2023-08-03,8,423.4,3387.2
187,8657,Customer_163,South,Technology,Laptop,2023-12-04,3,718.74,2156.22
188,8906,Customer_13,West,Furniture,Desk,2023-03-30,8,1077.44,8619.52
189,2640,Customer_184,East,Technology,Keyboard,2023-05-03,5,114.33,571.65
190,1954,Customer_124,East,Technology,Laptop,2023-02-07,3,1147.0,3441.0
191,4020,Customer_28,North,Office Supplies,Stapler,2023-03-22,2,101.85,203.7
192,2591,Customer_40,South,Furniture,Cabinet,2023-02-09,3,990.49,2971.47
193,8314,Customer_80,West,Office Supplies,Stapler,2023-04-02,1,1054.96,1054.96
194,3604,Customer_89,North,Technology,Mouse,2023-06-19,9,404.14,3637.26
195,1556,Customer_58,North,Office Supplies,Binder,2023-01-31,6,231.12,1386.72
196,4998,Customer_82,West,Office Supplies,Envelope,2023-09-15,5,893.49,4467.45
197,2136,Customer_17,West,Furniture,Desk,2023-08-11,7,235.79,1650.53
198,2007,Customer_70,East,Furniture,Cabinet,2023-03-15,8,983.32,7866.56
199,8059,Customer_96,West,Technology,Monitor,2023-08-30,5,127.5,637.5
200,3752,Customer_22,South,Office Supplies,Paper,2023-04-30,6,851.74,5110.44
201,1686,Customer_29,West,Office Supplies,Envelope,2023-06-13,2,1188.23,2376.46
202,6126,Customer_29,East,Office Supplies,Binder,2023-02-02,4,911.12,3644.48
203,4356,Customer_4,North,Furniture,Bookcase,2023-04-09,3,306.75,920.25
204,3844,Customer_157,East,Technology,Laptop,2023-10-15,7,634.79,4443.53
205,6658,Customer_195,North,Furniture,Bookcase,2023-08-24,4,787.14,3148.56
206,2682,Customer_185,North,Technology,Tablet,2023-09-14,5,768.04,3840.2
207,2980,Customer_163,West,Furniture,Cabinet,2023-10-08,6,279.8,1678.8
208,1984,Customer_145,North,Furniture,Bookcase,2023-11-05,8,195.3,1562.4
209,1959,Customer_172,North,Office Supplies,Binder,2023-01-24,2,914.42,1828.84
210,4224,Customer_199,North,Furniture,Bookcase,2023-08-24,4,956.86,3827.44
211,1116,Customer_130,West,Technology,Laptop,2023-03-13,6,700.46,4202.76
212,9465,Customer_64,South,Office Supplies,Stapler,2023-04-05,1,18.89,18.89
213,5197,Customer_169,West,Furniture,Cabinet,2023-09-24,9,1032.85,9295.65
214,7731,Customer_121,South,Furniture,Bookcase,2023-06-09,8,179.38,1435.04
215,7047,Customer_97,South,Office Supplies,Pen,2023-08-13,4,418.49,1673.96
216,8833,Customer_150,East,Technology,Laptop,2023-07-13,1,990.29,990.29
217,1105,Customer_119,West,Furniture,Bookcase,2023-11-01,2,986.62,1973.24
218,3056,Customer_6,North,Office Supplies,Stapler,2023-12-25,3,1075.98,3227.94
219,4911,Customer_178,West,Office Supplies,Paper,2023-11-14,2,1122.57,2245.14
220,1207,Customer_132,South,Furniture,Bookcase,2023-11-10,7,794.68,5562.76
221,8867,Customer_106,South,Furniture,Chair,2023-01-12,3,53.7,161.1
222,4638,Customer_100,North,Office Supplies,Pen,2023-08-09,9,1046.78,9421.02
223,8979,Customer_82,South,Office Supplies,Stapler,2023-07-30,7,57.18,400.26
224,9946,Customer_35,North,Furniture,Desk,2023-04-03,8,1169.88,9359.04
225,8005,Customer_159,South,Furniture,Bookcase,2023-01-24,1,1009.34,1009.34
226,2712,Customer_179,West,Technology,Keyboard,2023-04-15,4,608.29,2433.16
227,2394,Customer_186,South,Furniture,Desk,2023-05-05,2,586.57,1173.14
228,3958,Customer_99,South,Office Supplies,Stapler,2023-01-08,2,759.71,1519.42
229,5648,Customer_62,South,Furniture,Bookcase,2023-11-12,2,221.27,442.54
230,4216,Customer_123,North,Technology,Laptop,2023-01-28,4,713.58,2854.32
231,6543,Customer_184,West,Furniture,Bookcase,2023-10-28,5,15.79,78.95
232,6724,Customer_10,West,Office Supplies,Binder,2023-12-16,3,533.22,1599.66
233,8115,Customer_1,North,Technology,Laptop,2023-03-05,5,302.21,1511.05
234,3734,Customer_165,North,Furniture,Cabinet,2023-04-30,9,728.62,6557.58
235,1968,Customer_37,West,Office Supplies,Pen,2023-10-09,4,327.35,1309.4
236,6178,Customer_69,North,Technology,Laptop,2023-06-28,7,273.52,1914.64
237,2239,Customer_43,South,Furniture,Cabinet,2023-08-05,4,1184.02,4736.08
238,8351,Customer_171,South,Furniture,Desk,2023-10-21,9,698.23,6284.07
239,1891,Customer_119,West,Office Supplies,Stapler,2023-12-07,4,847.09,3388.36
240,2198,Customer_34,North,Technology,Tablet,2023-11-07,6,1042.43,6254.58
241,8705,Customer_136,East,Office Supplies,Envelope,2023-08-20,2,296.76,593.52
242,4072,Customer_147,East,Technology,Keyboard,2023-05-22,8,955.63,7645.04
243,4291,Customer_194,South,Technology,Tablet,2023-07-11,9,132.38,1191.42
244,6208,Customer_176,North,Furniture,Bookcase,2023-03-14,9,1040.39,9363.51
245,4173,Customer_132,South,Technology,Tablet,2023-01-19,9,135.39,1218.51
246,2388,Customer_75,North,Furniture,Chair,2023-12-10,2,1054.08,2108.16
247,4726,Customer_65,West,Furniture,Chair,2023-07-18,7,11.88,83.16
248,6592,Customer_161,North,Office Supplies,Stapler,2023-08-12,3,469.33,1407.99
249,8010,Customer_200,South,Technology,Mouse,2023-11-26,6,92.47,554.82
250,7471,Customer_48,South,Furniture,Chair,2023-04-27,9,458.84,4129.56
251,5399,Customer_37,East,Technology,Monitor,2023-10-27,9,459.33,4133.97
252,7570,Customer_21,East,Office Supplies,Binder,2023-04-17,7,976.52,6835.64
253,5146,Customer_15,West,Office Supplies,Stapler,2023-10-04,9,787.36,7086.24
254,1963,Customer_117,West,Technology,Mouse,2023-01-27,2,203.77,407.54
255,1105,Customer_164,South,Technology,Keyboard,2023-05-26,3,699.21,2097.63
256,5445,Customer_7,East,Furniture,Desk,2023-04-18,4,988.69,3954.76
257,9105,Customer_189,South,Furniture,Bookcase,2023-02-05,7,357.86,2505.02
258,6495,Customer_173,South,Furniture,Bookcase,2023-02-16,6,662.52,3975.12
259,2300,Customer_137,South,Office Supplies,Stapler,2023-01-09,7,767.39,5371.73
260,7295,Customer_49,South,Office Supplies,Envelope,2023-12-13,8,496.18,3969.44
261,4683,Customer_60,East,Technology,Keyboard,2023-07-21,2,879.69,1759.38
262,4040,Customer_183,South,Technology,Monitor,2023-03-10,3,750.51,2251.53
263,1630,Customer_149,North,Office Supplies,Paper,2023-05-30,3,1043.77,3131.31
264,9841,Customer_78,North,Technology,Mouse,2023-09-11,7,658.3,4608.1
265,7780,Customer_167,North,Technology,Monitor,2023-08-29,3,718.47,2155.41
266,2125,Customer_42,West,Office Supplies,Pen,2023-06-16,3,725.85,2177.55
267,8843,Customer_131,North,Technology,Keyboard,2023-05-16,8,776.12,6208.96
268,1707,Customer_13,North,Technology,Mouse,2023-11-12,6,429.22,2575.32
269,5255,Customer_149,West,Furniture,Cabinet,2023-08-18,5,88.57,442.85
270,8426,Customer_86,South,Furniture,Bookcase,2023-05-10,6,280.84,1685.04
271,4874,Customer_98,East,Office Supplies,Pen,2023-10-13,2,438.72,877.44
272,4374,Customer_55,West,Furniture,Cabinet,2023-04-16,4,1154.19,4616.76
273,4083,Customer_145,West,Furniture,Chair,2023-05-16,9,987.06,8883.54
274,7099,Customer_104,West,Office Supplies,Stapler,2023-12-30,7,482.18,3375.26
275,7549,Customer_200,East,Technology,Laptop,2023-10-15,5,116.05,580.25
276,4725,Customer_36,North,Technology,Tablet,2023-05-31,6,195.37,1172.22
277,3817,Customer_193,East,Furniture,Desk,2023-11-19,2,460.19,920.38
278,9453,Customer_163,South,Furniture,Bookcase,2023-05-23,4,1048.64,4194.56
279,5107,Customer_49,South,Furniture,Cabinet,2023-06-15,5,472.3,2361.5
280,8629,Customer_134,East,Furniture,Desk,2023-12-02,3,810.79,2432.37
281,8842,Customer_66,East,Office Supplies,Pen,2023-05-10,9,390.42,3513.78
282,6656,Customer_194,North,Office Supplies,Envelope,2023-09-10,4,689.78,2759.12
283,5917,Customer_125,West,Furniture,Desk,2023-01-25,4,729.61,2918.44
284,8137,Customer_196,North,Technology,Tablet,2023-03-20,2,86.47,172.94
285,6947,Customer_191,South,Technology,Keyboard,2023-06-09,4,530.22,2120.88
286,7610,Customer_31,East,Technology,Mouse,2023-01-05,2,781.99,1563.98
287,4850,Customer_178,North,Office Supplies,Envelope,2023-02-25,9,74.51,670.59
288,6448,Customer_156,South,Office Supplies,Paper,2023-09-20,7,290.82,2035.74
289,7928,Customer_101,East,Technology,Keyboard,2023-11-04,4,1196.05,4784.2
290,4302,Customer_178,East,Technology,Keyboard,2023-04-26,4,634.81,2539.24
291,2549,Customer_199,North,Office Supplies,Stapler,2023-03-27,3,444.47,1333.41
292,8758,Customer_149,South,Technology,Monitor,2023-11-10,5,27.93,139.65
293,9433,Customer_181,South,Office Supplies,Stapler,2023-06-22,1,391.58,391.58
294,5798,Customer_149,West,Technology,Mouse,2023-09-13,1,659.81,659.81
295,5719,Customer_82,West,Office Supplies,Stapler,2023-08-15,4,1038.27,4153.08
296,7164,Customer_42,North,Technology,Tablet,2023-04-23,4,1032.18,4128.72
297,7272,Customer_130,West,Technology,Laptop,2023-02-17,8,381.91,3055.28
298,9123,Customer_21,West,Technology,Laptop,2023-07-22,2,50.92,101.84
299,3247,Customer_177,East,Office Supplies,Envelope,2023-12-09,8,1074.67,8597.36
300,7230,Customer_101,West,Technology,Mouse,2023-11-29,5,886.23,4431.15
301,9599,Customer_152,North,Technology,Mouse,2023-05-13,1,91.14,91.14
302,6330,Customer_135,East,Technology,Monitor,2023-01-28,4,422.9,1691.6
303,6439,Customer_138,South,Office Supplies,Binder,2023-04-21,5,661.79,3308.95
304,2827,Customer_126,West,Technology,Laptop,2023-03-19,9,461.42,4152.78
305,5285,Customer_114,South,Technology,Laptop,2023-05-29,9,638.71,5748.39
306,7303,Customer_95,West,Office Supplies,Envelope,2023-10-15,6,585.79,3514.74
307,6784,Customer_59,South,Furniture,Bookcase,2023-05-04,1,1114.06,1114.06
308,3461,Customer_172,West,Furniture,Desk,2023-06-23,2,1131.98,2263.96
309,6341,Customer_119,East,Technology,Tablet,2023-09-25,3,807.39,2422.17
310,1301,Customer_104,South,Technology,Monitor,2023-05-15,5,907.28,4536.4
311,8003,Customer_29,North,Office Supplies,Pen,2023-09-15,6,905.06,5430.36
312,5082,Customer_151,West,Technology,Tablet,2023-02-13,4,982.25,3929.0
313,9706,Customer_191,South,Technology,Mouse,2023-01-19,5,710.47,3552.35
314,8295,Customer_111,West,Office Supplies,Stapler,2023-12-28,7,694.72,4863.04
315,1514,Customer_193,West,Furniture,Cabinet,2023-04-14,8,299.78,2398.24
316,4081,Customer_149,West,Office Supplies,Envelope,2023-10-29,2,248.82,497.64
317,6132,Customer_137,West,Office Supplies,Binder,2023-03-27,2,429.68,859.36
318,2037,Customer_121,South,Furniture,Chair,2023-01-20,6,1000.05,6000.3
319,8378,Customer_101,South,Office Supplies,Binder,2023-05-12,7,567.03,3969.21
320,2013,Customer_154,North,Office Supplies,Stapler,2023-08-18,4,867.87,3471.48
321,2080,Customer_173,West,Technology,Tablet,2023-09-30,6,204.43,1226.58
322,5431,Customer_186,East,Office Supplies,Pen,2023-09-11,3,82.5,247.5
323,4390,Customer_110,East,Furniture,Chair,2023-06-01,2,724.56,1449.12
324,1867,Customer_192,East,Technology,Keyboard,2023-06-22,6,255.76,1534.56
325,2169,Customer_63,West,Furniture,Bookcase,2023-04-23,1,523.65,523.65
326,2283,Customer_148,West,Office Supplies,Pen,2023-02-16,9,1120.07,10080.63
327,4471,Customer_69,North,Office Supplies,Pen,2023-03-02,7,688.39,4818.73
328,7397,Customer_118,North,Furniture,Chair,2023-07-17,3,36.31,108.93
329,2449,Customer_35,South,Technology,Mouse,2023-03-10,3,1129.11,3387.33
330,9895,Customer_5,West,Technology,Tablet,2023-03-11,4,964.16,3856.64
331,3978,Customer_129,West,Furniture,Cabinet,2023-11-09,7,1085.18,7596.26
332,8531,Customer_188,North,Furniture,Desk,2023-01-31,6,274.14,1644.84
333,5713,Customer_158,South,Technology,Keyboard,2023-08-08,5,87.4,437.0
334,1631,Customer_138,West,Office Supplies,Binder,2023-07-01,7,1087.97,7615.79
335,6675,Customer_73,North,Office Supplies,Envelope,2023-08-16,9,933.17,8398.53
336,6560,Customer_21,West,Office Supplies,Pen,2023-06-27,2,1088.19,2176.38
337,1671,Customer_148,West,Technology,Mouse,2023-05-23,7,108.28,757.96
338,6432,Customer_165,South,Office Supplies,Stapler,2023-01-21,8,315.89,2527.12
